iter	Logloss
151	0.2797352787
152	0.279565385
153	0.279387182
154	0.2790896526
155	0.2788266782
156	0.2785814265
157	0.2779802877
158	0.2778380011
159	0.2773488139
160	0.2768686276
161	0.2766536609
162	0.2764997408
163	0.2762881949
164	0.2760336728
165	0.2757886037
166	0.2755229417
167	0.2750981429
168	0.2747764394
169	0.2743719963
170	0.274193098
171	0.2740448362
172	0.2738391365
173	0.2736100815
174	0.2731591
175	0.2729670859
176	0.2727257117
177	0.2723891149
178	0.2722500039
179	0.2720427143
180	0.271970767
181	0.2718296767
182	0.2716585712
183	0.2714125756
184	0.2712943416
185	0.2710239009
186	0.2707946496
187	0.2705034982
188	0.2699267667
189	0.2697115565
190	0.2695227543
191	0.2692111521
192	0.2689797206
193	0.2687930612
194	0.2686744595
195	0.2685153118
196	0.2683186764
197	0.2681435581
198	0.2676757768
199	0.2673618799
200	0.2671280978
201	0.2668626172
202	0.2667579639
203	0.2665960479
204	0.2662349743
205	0.2660191479
206	0.2659697813
207	0.2658215181
208	0.2657117286
209	0.2654757925
210	0.2652663531
211	0.2650229424
212	0.264917031
213	0.264741775
214	0.2644179351
215	0.2641047154
216	0.2639675578
217	0.2637821806
218	0.2636674621
219	0.2634456697
220	0.2633942882
221	0.263142382
222	0.2628699594
223	0.2627502031
224	0.2624744504
225	0.2622105219
226	0.2620328397
227	0.2619898339
228	0.2618124073
229	0.2614534283
230	0.2612639255
231	0.2611837147
232	0.260827724
233	0.2605632145
234	0.2605059298
235	0.2600554435
236	0.2598387369
237	0.2595933327
238	0.2594105552
239	0.2592676458
240	0.2592194781
241	0.2589095237
242	0.2587451504
243	0.2585700526
244	0.2583647759
245	0.2581290763
246	0.2578829918
247	0.2577057823
248	0.2574427238
249	0.2573286363
250	0.2567482771
251	0.256504099
252	0.2564082664
253	0.2563226033
254	0.2561030634
255	0.2559819174
256	0.2557881024
257	0.2555248806
258	0.2554386296
259	0.2550658112
260	0.2550152078
261	0.2546924757
262	0.2545134021
263	0.2544167554
264	0.2542380631
265	0.2541100921
266	0.2539460727
267	0.2537794413
268	0.2536234879
269	0.253525923
270	0.2533474091
271	0.2532671954
272	0.2531752818
273	0.2530095026
274	0.2528768537
275	0.2527001278
276	0.2524764874
277	0.2522949968
278	0.2521213647
279	0.2520060849
280	0.2518878923
281	0.2517600638
282	0.2515642941
283	0.2513597188
284	0.2512171683
285	0.2511302561
286	0.2507119827
287	0.2505248014
288	0.2503978222
289	0.2503091614
290	0.249659377
291	0.2496018082
292	0.2494664607
293	0.2493740308
294	0.249153475
295	0.2488513808
296	0.2486923354
297	0.2484965807
298	0.2484543893
299	0.2482357178
300	0.2480356127
301	0.2477689086
302	0.2473710857
303	0.2473059426
304	0.2470372695
305	0.2469255236
306	0.2465480608
307	0.2464050286
308	0.2463631322
309	0.2461780528
310	0.2460605418
311	0.245917519
312	0.245776932
313	0.2455700929
314	0.2453582915
315	0.2452527233
316	0.2450048379
317	0.2447617136
318	0.2447505379
319	0.2447391339
320	0.2447232354
321	0.2446767517
322	0.2444968359
323	0.2443013266
324	0.2440352821
325	0.2438669131
326	0.2437353414
327	0.2436252245
328	0.2434934225
329	0.2433481863
330	0.2433122581
331	0.2431748942
332	0.2429541029
333	0.2427542376
334	0.2425913305
335	0.2425427381
336	0.2423375481
337	0.2421784624
338	0.2421754141
339	0.2420081434
340	0.2418574677
341	0.241648261
342	0.2414576236
343	0.2414058342
344	0.2411997221
345	0.2411050772
346	0.2409246037
347	0.240792944
348	0.2406621173
349	0.2405254171
350	0.2403365638
351	0.2399615513
352	0.2398352053
353	0.2396732076
354	0.2395646675
355	0.239343821
356	0.2392103938
357	0.2391706521
358	0.2390762807
359	0.2389057833
360	0.2387998225
361	0.2386321696
362	0.238432333
363	0.2382841143
364	0.2378296383
365	0.237631163
366	0.2372901378
367	0.2369161757
368	0.23676992
369	0.236438014
370	0.2363358122
371	0.2361605347
372	0.2359367092
373	0.2357789516
374	0.2356484755
375	0.2355897635
376	0.2354419979
377	0.2349852048
378	0.2348045064
379	0.2346405268
380	0.2344531335
381	0.2343167902
382	0.2339747011
383	0.2337749552
384	0.2335090261
385	0.2333912077
386	0.2330296955
387	0.2326589093
388	0.2325058568
389	0.2323729152
390	0.2322009064
391	0.232058835
392	0.2318557648
393	0.231734551
394	0.2315204041
395	0.2313616709
396	0.2312332276
397	0.2311069483
398	0.2309559373
399	0.2308427324
400	0.2305273668
401	0.2303712483
402	0.230197345
403	0.2297499285
404	0.2296364803
405	0.2294161577
406	0.2292327549
407	0.2288728291
408	0.2286910101
409	0.2286256904
410	0.2285058345
411	0.2283295214
412	0.2281418989
413	0.2278996977
414	0.2277163154
415	0.22750619
416	0.2274039194
417	0.2270572522
418	0.2268802611
419	0.2267645545
420	0.2266000153
421	0.2264800873
422	0.2263017646
423	0.2262010701
424	0.2260395991
425	0.2259795987
426	0.2259136789
427	0.2258469847
428	0.2256709076
429	0.2255237791
430	0.2254753456
431	0.2254274984
432	0.2251408072
433	0.2249114673
434	0.2248450418
435	0.224771248
436	0.2244870344
437	0.2242715465
438	0.22406136
439	0.2239135578
440	0.2236945501
441	0.2235092504
442	0.2233764694
443	0.2231837114
444	0.2230306382
445	0.22296973
446	0.2228148953
447	0.2227326422
448	0.2225427243
449	0.2223369435
450	0.2221792312
451	0.2219747012
452	0.2218316378
453	0.2216524207
454	0.2216091776
455	0.2214818585
456	0.2213394948
457	0.2212579852
458	0.2211619106
459	0.2209533843
460	0.2209087404
461	0.2208100359
462	0.2206606065
463	0.2205000869
464	0.220299251
465	0.2201465347
466	0.2199179902
467	0.2198069755
468	0.2196698247
469	0.2195585084
470	0.2194410845
471	0.2191612354
472	0.2190271634
473	0.2189235125
474	0.218907737
475	0.2187776687
476	0.2187494862
477	0.2186084938
478	0.2183717804
479	0.2183032573
480	0.2181467036
481	0.2179707597
482	0.2177977012
483	0.2177180904
484	0.2176010638
485	0.2173702725
486	0.217150165
487	0.2171126837
488	0.2169958465
489	0.2169511467
490	0.2168397632
491	0.2167312501
492	0.2165890627
493	0.2164363695
494	0.2163355292
495	0.2161849491
496	0.2160322834
497	0.2159374941
498	0.2158239364
499	0.2156326556
500	0.2154089321
501	0.2153740021
502	0.2152507424
503	0.2151535962
504	0.2149738285
505	0.2147126258
506	0.2146451176
507	0.2144765553
508	0.2144629214
509	0.2143535723
510	0.2142202659
511	0.2141473974
512	0.2140284896
513	0.2138729947
514	0.2137078957
515	0.2136832842
516	0.2135469878
517	0.2132813171
518	0.2129374121
519	0.2128623244
520	0.212718951
521	0.2125519299
522	0.2123378272
523	0.2121836997
524	0.2120522115
525	0.2119384174
526	0.2118234394
527	0.211687469
528	0.2114897445
529	0.2113608162
530	0.2112375527
531	0.211143805
532	0.2109856498
533	0.2108194722
534	0.2106750749
535	0.2105190827
536	0.2104560368
537	0.2103742408
538	0.2102695209
539	0.2101377049
540	0.209975614
541	0.2099245229
542	0.2098722391
543	0.2097479592
544	0.2095777963
545	0.2094641318
546	0.2093762611
547	0.2093170274
548	0.209112171
549	0.2090335805
550	0.2089322974
551	0.2087351407
552	0.2086965666
553	0.2085220232
554	0.2084019014
555	0.2081699065
556	0.2080516385
557	0.2078865917
558	0.2076248369
559	0.207439372
560	0.2072494705
561	0.2071020107
562	0.2069578842
563	0.2068608378
564	0.2068376203
565	0.2067022202
566	0.2065308583
567	0.206280571
568	0.2061722402
569	0.2060418635
570	0.2058724253
571	0.2057926214
572	0.2056961193
573	0.2055307807
574	0.2054304363
575	0.2052358565
576	0.2049869745
577	0.2046919354
578	0.2045386716
579	0.2045039156
580	0.2044218176
581	0.2042612316
582	0.2041143241
583	0.2039929824
584	0.2038752291
585	0.2037565547
586	0.2036667948
587	0.2035762823
588	0.2034961233
589	0.2033933052
590	0.203274746
591	0.2031919169
592	0.2030789792
593	0.2029538759
594	0.2028274882
595	0.2028178
596	0.2027102862
597	0.2025189079
598	0.20239574
599	0.2021491254
600	0.2021294226
601	0.2019676935
602	0.2019423532
603	0.2018398212
604	0.201668863
605	0.2015415435
606	0.2013567397
607	0.2012719304
608	0.2011324769
609	0.2010223973
610	0.2009300275
611	0.2008015542
612	0.2007858423
613	0.2006633478
614	0.2005615216
615	0.2004479157
616	0.2003559433
617	0.2002396029
618	0.2001298345
619	0.1999945063
620	0.1999096664
621	0.199732189
622	0.1996071612
623	0.1995035589
624	0.1994113898
625	0.1993294448
626	0.19926751
627	0.1991612043
628	0.1990434133
629	0.1988444933
630	0.1986595038
631	0.1985563722
632	0.1984056981
633	0.1983238781
634	0.1982086773
635	0.1980129675
636	0.197857091
637	0.1977588951
638	0.1976507304
639	0.1975394089
640	0.1974473197
641	0.1973559626
642	0.1972833246
643	0.1971906021
644	0.1970811117
645	0.1970161699
646	0.1969434114
647	0.1969241082
648	0.1967752818
649	0.1965798321
650	0.1965389896
651	0.19644913
652	0.1963935946
653	0.1963000738
654	0.1961694357
655	0.1959214672
656	0.1957578394
657	0.1955982239
658	0.1954967728
659	0.1953760918
660	0.1952263105
661	0.195099173
662	0.1949987445
663	0.1948969667
664	0.1947580854
665	0.1946018235
666	0.1944613056
667	0.1944004748
668	0.1941798427
669	0.1940793422
670	0.1939506453
671	0.1938146732
672	0.193752303
673	0.1936268735
674	0.1934831453
675	0.1933141653
676	0.1931491593
677	0.1930296924
678	0.1927920251
679	0.1926718997
680	0.1925759958
681	0.1924682914
682	0.1923611869
683	0.1922178868
684	0.1921367672
685	0.1920624389
686	0.1919587974
687	0.1918539764
688	0.191729753
689	0.191671372
690	0.1915329588
691	0.1914048835
692	0.1913068949
693	0.1911972055
694	0.1911022196
695	0.1909765566
696	0.1908685209
697	0.1907311774
698	0.1905742755
699	0.1904583321
700	0.1903543308
701	0.190286018
702	0.190170579
703	0.1900018831
704	0.1898838972
705	0.1898160703
706	0.1897037465
707	0.1896086042
708	0.1895483877
709	0.1894904912
710	0.1894535151
711	0.189337529
712	0.1892185319
713	0.1891854096
714	0.189115034
715	0.1890208781
716	0.1889453498
717	0.188861269
718	0.1887283455
719	0.1886656322
720	0.1885951758
721	0.1885734622
722	0.1885096306
723	0.1883711272
724	0.1882512636
725	0.1881666089
726	0.1880895146
727	0.187963979
728	0.1878872355
729	0.1877543855
730	0.1876697308
731	0.1876415626
732	0.1874997506
733	0.1873452977
734	0.1871842165
735	0.187043806
736	0.1869494642
737	0.1868576301
738	0.1867368354
739	0.1866315746
740	0.1866138284
741	0.1865619426
742	0.1863652211
743	0.1862807476
744	0.1860816104
745	0.1859742817
746	0.1858784723
747	0.185769658
748	0.1856780846
749	0.1855728463
750	0.1854939252
751	0.1853692983
752	0.1852531688
753	0.185130187
754	0.1850656226
755	0.1849411254
756	0.1847962558
757	0.1846916526
758	0.1844987079
759	0.1844300713
760	0.1843744174
761	0.1842965817
762	0.1841711938
763	0.184024876
764	0.1839580804
765	0.1839196457
766	0.1838128254
767	0.1837772694
768	0.1837123308
769	0.1836018273
770	0.1834483454
771	0.1833278089
772	0.1833023317
773	0.1831608729
774	0.1830379532
775	0.1829063268
776	0.1827584959
777	0.1826108977
778	0.1825115341
779	0.1824079418
780	0.1823705884
781	0.1822990048
782	0.1822205668
783	0.1821436837
784	0.1820464104
785	0.1819438179
786	0.1818158685
787	0.181703476
788	0.1816353385
789	0.1816145143
790	0.1815739953
791	0.1815289431
792	0.1814572326
793	0.181396464
794	0.1813426594
795	0.1812468971
796	0.1811363346
797	0.1810705081
798	0.1809785966
799	0.1809377237
800	0.1808365488
801	0.1808189581
802	0.1807293601
803	0.1805903214
804	0.1805246614
805	0.1803706985
806	0.1802607131
807	0.1802075874
808	0.1801269169
809	0.180036515
810	0.180003778
811	0.1799234193
812	0.179869342
813	0.1796906571
814	0.1795989546
815	0.1793941284
816	0.1792338115
817	0.1791684371
818	0.1790750381
819	0.1789902204
820	0.1789410924
821	0.1789150056
822	0.1788514635
823	0.1788442669
824	0.1787403256
825	0.1786232496
826	0.178511076
827	0.1784448617
828	0.1783700831
829	0.1782604055
830	0.1781831935
831	0.1781061787
832	0.1781003876
833	0.1780877586
834	0.1779711497
835	0.1777794999
836	0.1776806299
837	0.1775765279
838	0.1774948866
839	0.1773979391
840	0.1773450922
841	0.1772297883
842	0.1771696563
843	0.1769861098
844	0.1769080654
845	0.1767760382
846	0.1766173945
847	0.1765083146
848	0.1764292373
849	0.1763777767
850	0.1762883933
851	0.1761974044
852	0.1760932997
853	0.1759815154
854	0.175818981
855	0.1757342264
856	0.1756460514
857	0.1755535616
858	0.1755216356
859	0.1754467274
860	0.1753134015
861	0.1752033799
862	0.1750884032
863	0.1749525821
864	0.1748244005
865	0.1747385586
866	0.1746192931
867	0.1745239951
868	0.1744033109
869	0.1742534419
870	0.1742148903
871	0.1741222932
872	0.1740397817
873	0.1739101402
874	0.1737813053
875	0.173767956
876	0.1736746534
877	0.1735843774
878	0.1735302658
879	0.1734108711
880	0.1733261988
881	0.1732265616
882	0.1731205771
883	0.1730558132
884	0.1728994597
885	0.1727728618
886	0.1726849614
887	0.1725849641
888	0.1724666995
889	0.1723964513
890	0.1722780472
891	0.1721414439
892	0.1720521317
893	0.1719644532
894	0.1718923694
895	0.171813374
896	0.1717303526
897	0.1716258118
898	0.1715295308
899	0.1714348805
900	0.1713264115
901	0.1712421915
902	0.1711885888
903	0.1710606884
904	0.1709919376
905	0.1709347025
906	0.1707961543
907	0.1707468154
908	0.1706801987
909	0.1705370779
910	0.1704720323
911	0.1704148637
912	0.1703381404
913	0.1702645089
914	0.1701756144
915	0.1700910291
916	0.1699784242
917	0.1698529955
918	0.1697827209
919	0.1696758661
920	0.1696471957
921	0.169472613
922	0.1693290985
923	0.1692962283
924	0.1692092983
925	0.1691116857
926	0.1690531533
927	0.1689408699
928	0.1688241102
929	0.1687286501
930	0.1686940223
931	0.1685738942
932	0.1684489487
933	0.1683258808
934	0.1682327108
935	0.1681290257
936	0.1680087321
937	0.1679480005
938	0.1678902099
939	0.1678786505
940	0.1677867396
941	0.1676745048
942	0.1675505496
943	0.1674761803
944	0.1673847661
945	0.167245817
946	0.1671786992
947	0.167134519
948	0.1670601257
949	0.1670240448
950	0.1669681085
951	0.1669029511
952	0.1668707618
953	0.1668255893
954	0.1667048054
955	0.1666096014
956	0.166543095
957	0.1664754809
958	0.1664487255
959	0.1663829165
960	0.1663242198
961	0.1663126053
962	0.1662605899
963	0.1661883466
964	0.1660658996
965	0.1659754398
966	0.1659545579
967	0.1658682169
968	0.1658052348
969	0.1656399001
970	0.1655853111
971	0.1654956959
972	0.1653837266
973	0.1653489945
974	0.1652870492
975	0.1652055683
976	0.1651829587
977	0.1650886751
978	0.1650102888
979	0.1649108219
980	0.1647878671
981	0.1646634113
982	0.1645150886
983	0.1644614101
984	0.1643412479
985	0.1642259722
986	0.1641398524
987	0.164059066
988	0.1639375302
989	0.1638318744
990	0.1637972874
991	0.1636490831
992	0.1635340396
993	0.1634765572
994	0.1633674602
995	0.1633051247
996	0.1632272742
997	0.1630938253
998	0.1630069615
999	0.162955035
